,Key,year,month,Sum_Count,Monthly_Sum
129,Caserne 03 Grid0_1,2018,4,14,Monthly_Sum
130,Caserne 03 Grid0_1,2018,5,16,Monthly_Sum
131,Caserne 03 Grid0_1,2018,6,14,Monthly_Sum
132,Caserne 03 Grid0_1,2018,7,14,Monthly_Sum
133,Caserne 03 Grid0_1,2018,8,11,Monthly_Sum
134,Caserne 03 Grid0_1,2018,9,7,Monthly_Sum
135,Caserne 03 Grid0_1,2018,10,3,Monthly_Sum
136,Caserne 03 Grid0_1,2018,11,12,Monthly_Sum
137,Caserne 03 Grid0_1,2018,12,14,Monthly_Sum
138,Caserne 03 Grid0_1,2019,1,21,Monthly_Sum
139,Caserne 03 Grid0_1,2019,2,5,Monthly_Sum
140,Caserne 03 Grid0_1,2019,3,14,Monthly_Sum
141,Caserne 03 Grid0_1,2019,4,14,Monthly_Sum
142,Caserne 03 Grid0_1,2019,5,15,Monthly_Sum
143,Caserne 03 Grid0_1,2019,6,15,Monthly_Sum
144,Caserne 03 Grid0_1,2019,7,15,Monthly_Sum
145,Caserne 03 Grid0_1,2019,8,14,Monthly_Sum
146,Caserne 03 Grid0_1,2019,9,23,Monthly_Sum
147,Caserne 03 Grid0_1,2019,10,20,Monthly_Sum
148,Caserne 03 Grid0_1,2019,11,8,Monthly_Sum
149,Caserne 03 Grid0_1,2019,12,6,Monthly_Sum
150,Caserne 03 Grid0_1,2020,1,15,Monthly_Sum
151,Caserne 03 Grid0_1,2020,2,14,Monthly_Sum
152,Caserne 03 Grid0_1,2020,3,6,Monthly_Sum
153,Caserne 03 Grid0_1,2020,4,3,Monthly_Sum
154,Caserne 03 Grid0_1,2020,5,4,Monthly_Sum
155,Caserne 03 Grid0_1,2020,6,3,Monthly_Sum
156,Caserne 03 Grid0_1,2020,7,8,Monthly_Sum
157,Caserne 03 Grid0_1,2020,8,17,Monthly_Sum
158,Caserne 03 Grid0_1,2020,9,19,Monthly_Sum
159,Caserne 03 Grid0_1,2020,10,9,Monthly_Sum
160,Caserne 03 Grid0_1,2020,11,10,Monthly_Sum
161,Caserne 03 Grid0_1,2020,12,7,Monthly_Sum
162,Caserne 03 Grid0_1,2021,1,11,Monthly_Sum
163,Caserne 03 Grid0_1,2021,2,13,Monthly_Sum
164,Caserne 03 Grid0_1,2021,3,15,Monthly_Sum
165,Caserne 03 Grid0_1,2021,4,11,Monthly_Sum
166,Caserne 03 Grid0_1,2021,5,13,Monthly_Sum
167,Caserne 03 Grid0_1,2021,6,12,Monthly_Sum
168,Caserne 03 Grid0_1,2021,7,8,Monthly_Sum
169,Caserne 03 Grid0_1,2021,8,20,Monthly_Sum
170,Caserne 03 Grid0_1,2021,9,11,Monthly_Sum
171,Caserne 03 Grid0_1,2021,10,15,Monthly_Sum
172,Caserne 03 Grid0_1,2021,11,12,Monthly_Sum
173,Caserne 03 Grid0_1,2021,12,7,Monthly_Sum
174,Caserne 03 Grid0_1,2022,1,12,Monthly_Sum
175,Caserne 03 Grid0_1,2022,2,10,Monthly_Sum
176,Caserne 03 Grid0_1,2022,3,11,Monthly_Sum
177,Caserne 03 Grid0_1,2022,4,11,Monthly_Sum
178,Caserne 03 Grid0_1,2022,5,14,Monthly_Sum
179,Caserne 03 Grid0_1,2022,6,5,Monthly_Sum
180,Caserne 03 Grid1_0,2015,1,9,Monthly_Sum
181,Caserne 03 Grid1_0,2015,2,16,Monthly_Sum
182,Caserne 03 Grid1_0,2015,3,16,Monthly_Sum
183,Caserne 03 Grid1_0,2015,4,11,Monthly_Sum
184,Caserne 03 Grid1_0,2015,5,17,Monthly_Sum
185,Caserne 03 Grid1_0,2015,6,19,Monthly_Sum
186,Caserne 03 Grid1_0,2015,7,10,Monthly_Sum
187,Caserne 03 Grid1_0,2015,8,18,Monthly_Sum
188,Caserne 03 Grid1_0,2015,9,19,Monthly_Sum
189,Caserne 03 Grid1_0,2015,10,11,Monthly_Sum
190,Caserne 03 Grid1_0,2015,11,10,Monthly_Sum
191,Caserne 03 Grid1_0,2015,12,15,Monthly_Sum
192,Caserne 03 Grid1_0,2016,1,20,Monthly_Sum
193,Caserne 03 Grid1_0,2016,2,14,Monthly_Sum
194,Caserne 03 Grid1_0,2016,3,19,Monthly_Sum
195,Caserne 03 Grid1_0,2016,4,8,Monthly_Sum
196,Caserne 03 Grid1_0,2016,5,17,Monthly_Sum
197,Caserne 03 Grid1_0,2016,6,37,Monthly_Sum
198,Caserne 03 Grid1_0,2016,7,27,Monthly_Sum
199,Caserne 03 Grid1_0,2016,8,29,Monthly_Sum
200,Caserne 03 Grid1_0,2016,9,14,Monthly_Sum
201,Caserne 03 Grid1_0,2016,10,19,Monthly_Sum
202,Caserne 03 Grid1_0,2016,11,20,Monthly_Sum
203,Caserne 03 Grid1_0,2016,12,15,Monthly_Sum
204,Caserne 03 Grid1_0,2017,1,29,Monthly_Sum
205,Caserne 03 Grid1_0,2017,2,15,Monthly_Sum
206,Caserne 03 Grid1_0,2017,3,22,Monthly_Sum
207,Caserne 03 Grid1_0,2017,4,22,Monthly_Sum
208,Caserne 03 Grid1_0,2017,5,15,Monthly_Sum
209,Caserne 03 Grid1_0,2017,6,23,Monthly_Sum
210,Caserne 03 Grid1_0,2017,7,24,Monthly_Sum
211,Caserne 03 Grid1_0,2017,8,23,Monthly_Sum
212,Caserne 03 Grid1_0,2017,9,23,Monthly_Sum
213,Caserne 03 Grid1_0,2017,10,14,Monthly_Sum
214,Caserne 03 Grid1_0,2017,11,14,Monthly_Sum
215,Caserne 03 Grid1_0,2017,12,17,Monthly_Sum
216,Caserne 03 Grid1_0,2018,1,28,Monthly_Sum
217,Caserne 03 Grid1_0,2018,2,23,Monthly_Sum
218,Caserne 03 Grid1_0,2018,3,16,Monthly_Sum
219,Caserne 03 Grid1_0,2018,4,21,Monthly_Sum
220,Caserne 03 Grid1_0,2018,5,14,Monthly_Sum
221,Caserne 03 Grid1_0,2018,6,23,Monthly_Sum
222,Caserne 03 Grid1_0,2018,7,21,Monthly_Sum
223,Caserne 03 Grid1_0,2018,8,20,Monthly_Sum
224,Caserne 03 Grid1_0,2018,9,23,Monthly_Sum
225,Caserne 03 Grid1_0,2018,10,27,Monthly_Sum
226,Caserne 03 Grid1_0,2018,11,24,Monthly_Sum
227,Caserne 03 Grid1_0,2018,12,15,Monthly_Sum
228,Caserne 03 Grid1_0,2019,1,15,Monthly_Sum
229,Caserne 03 Grid1_0,2019,2,19,Monthly_Sum
230,Caserne 03 Grid1_0,2019,3,15,Monthly_Sum
231,Caserne 03 Grid1_0,2019,4,19,Monthly_Sum
232,Caserne 03 Grid1_0,2019,5,13,Monthly_Sum
233,Caserne 03 Grid1_0,2019,6,16,Monthly_Sum
234,Caserne 03 Grid1_0,2019,7,19,Monthly_Sum
235,Caserne 03 Grid1_0,2019,8,30,Monthly_Sum
236,Caserne 03 Grid1_0,2019,9,18,Monthly_Sum
237,Caserne 03 Grid1_0,2019,10,25,Monthly_Sum
238,Caserne 03 Grid1_0,2019,11,26,Monthly_Sum
239,Caserne 03 Grid1_0,2019,12,16,Monthly_Sum
240,Caserne 03 Grid1_0,2020,1,16,Monthly_Sum
241,Caserne 03 Grid1_0,2020,2,21,Monthly_Sum
242,Caserne 03 Grid1_0,2020,3,13,Monthly_Sum
243,Caserne 03 Grid1_0,2020,4,9,Monthly_Sum
244,Caserne 03 Grid1_0,2020,5,3,Monthly_Sum
245,Caserne 03 Grid1_0,2020,6,13,Monthly_Sum
246,Caserne 03 Grid1_0,2020,7,19,Monthly_Sum
247,Caserne 03 Grid1_0,2020,8,24,Monthly_Sum
248,Caserne 03 Grid1_0,2020,9,30,Monthly_Sum
249,Caserne 03 Grid1_0,2020,10,24,Monthly_Sum
250,Caserne 03 Grid1_0,2020,11,21,Monthly_Sum
251,Caserne 03 Grid1_0,2020,12,16,Monthly_Sum
252,Caserne 03 Grid1_0,2021,1,32,Monthly_Sum
253,Caserne 03 Grid1_0,2021,2,26,Monthly_Sum
254,Caserne 03 Grid1_0,2021,3,23,Monthly_Sum
255,Caserne 03 Grid1_0,2021,4,32,Monthly_Sum
256,Caserne 03 Grid1_0,2021,5,22,Monthly_Sum
257,Caserne 03 Grid1_0,2021,6,29,Monthly_Sum
258,Caserne 03 Grid1_0,2021,7,32,Monthly_Sum
259,Caserne 03 Grid1_0,2021,8,43,Monthly_Sum
260,Caserne 03 Grid1_0,2021,9,28,Monthly_Sum
261,Caserne 03 Grid1_0,2021,10,21,Monthly_Sum
262,Caserne 03 Grid1_0,2021,11,32,Monthly_Sum
263,Caserne 03 Grid1_0,2021,12,26,Monthly_Sum
264,Caserne 03 Grid1_0,2022,1,21,Monthly_Sum
265,Caserne 03 Grid1_0,2022,2,21,Monthly_Sum
266,Caserne 03 Grid1_0,2022,3,27,Monthly_Sum
267,Caserne 03 Grid1_0,2022,4,32,Monthly_Sum
268,Caserne 03 Grid1_0,2022,5,33,Monthly_Sum
269,Caserne 03 Grid1_0,2022,6,15,Monthly_Sum
270,Caserne 03 Grid1_1,2015,1,1,Monthly_Sum
271,Caserne 03 Grid1_1,2015,4,1,Monthly_Sum
272,Caserne 03 Grid1_1,2016,1,1,Monthly_Sum
273,Caserne 03 Grid1_1,2016,4,1,Monthly_Sum
274,Caserne 03 Grid1_1,2016,7,1,Monthly_Sum
275,Caserne 03 Grid1_1,2016,9,1,Monthly_Sum
276,Caserne 03 Grid1_1,2017,6,1,Monthly_Sum
277,Caserne 03 Grid1_1,2017,8,1,Monthly_Sum
278,Caserne 03 Grid1_1,2017,10,1,Monthly_Sum
279,Caserne 03 Grid1_1,2017,11,1,Monthly_Sum
280,Caserne 03 Grid1_1,2018,1,1,Monthly_Sum
281,Caserne 03 Grid1_1,2018,2,1,Monthly_Sum
282,Caserne 03 Grid1_1,2018,10,1,Monthly_Sum
283,Caserne 03 Grid1_1,2018,12,1,Monthly_Sum
284,Caserne 03 Grid1_1,2019,5,1,Monthly_Sum
285,Caserne 03 Grid1_1,2019,6,3,Monthly_Sum
286,Caserne 03 Grid1_1,2019,7,1,Monthly_Sum
287,Caserne 03 Grid1_1,2019,9,1,Monthly_Sum
288,Caserne 03 Grid1_1,2019,10,1,Monthly_Sum
289,Caserne 03 Grid1_1,2019,11,1,Monthly_Sum
290,Caserne 03 Grid1_1,2019,12,2,Monthly_Sum
291,Caserne 03 Grid1_1,2020,2,1,Monthly_Sum
292,Caserne 03 Grid1_1,2020,3,3,Monthly_Sum
293,Caserne 03 Grid1_1,2020,4,1,Monthly_Sum
294,Caserne 03 Grid1_1,2020,8,1,Monthly_Sum
295,Caserne 03 Grid1_1,2020,9,1,Monthly_Sum
296,Caserne 03 Grid1_1,2020,10,1,Monthly_Sum
297,Caserne 03 Grid1_1,2020,11,1,Monthly_Sum
298,Caserne 03 Grid1_1,2021,5,1,Monthly_Sum
299,Caserne 03 Grid1_1,2021,6,1,Monthly_Sum
300,Caserne 03 Grid1_1,2021,7,1,Monthly_Sum
301,Caserne 03 Grid1_1,2021,8,2,Monthly_Sum
302,Caserne 03 Grid1_1,2021,9,1,Monthly_Sum
303,Caserne 03 Grid1_1,2021,10,1,Monthly_Sum
304,Caserne 03 Grid1_1,2021,11,1,Monthly_Sum
305,Caserne 03 Grid1_1,2022,2,1,Monthly_Sum
306,Caserne 03 Grid1_1,2022,3,1,Monthly_Sum
307,Caserne 04 Grid0_1,2015,2,1,Monthly_Sum
308,Caserne 04 Grid0_1,2015,3,1,Monthly_Sum
309,Caserne 04 Grid0_1,2015,7,1,Monthly_Sum
310,Caserne 04 Grid0_1,2015,9,3,Monthly_Sum
311,Caserne 04 Grid0_1,2015,10,1,Monthly_Sum
312,Caserne 04 Grid0_1,2015,12,1,Monthly_Sum
313,Caserne 04 Grid0_1,2016,3,2,Monthly_Sum
314,Caserne 04 Grid0_1,2016,6,1,Monthly_Sum
315,Caserne 04 Grid0_1,2016,7,1,Monthly_Sum
316,Caserne 04 Grid0_1,2016,12,2,Monthly_Sum
317,Caserne 04 Grid0_1,2017,1,1,Monthly_Sum
318,Caserne 04 Grid0_1,2017,2,1,Monthly_Sum
319,Caserne 04 Grid0_1,2017,4,2,Monthly_Sum
320,Caserne 04 Grid0_1,2017,8,1,Monthly_Sum
321,Caserne 04 Grid0_1,2017,9,1,Monthly_Sum
322,Caserne 04 Grid0_1,2017,10,1,Monthly_Sum
323,Caserne 04 Grid0_1,2018,1,1,Monthly_Sum
324,Caserne 04 Grid0_1,2018,6,1,Monthly_Sum
325,Caserne 04 Grid0_1,2018,8,1,Monthly_Sum
326,Caserne 04 Grid0_1,2018,12,1,Monthly_Sum
327,Caserne 04 Grid0_1,2019,2,2,Monthly_Sum
328,Caserne 04 Grid0_1,2019,10,1,Monthly_Sum
329,Caserne 04 Grid0_1,2019,11,1,Monthly_Sum
330,Caserne 04 Grid0_1,2019,12,1,Monthly_Sum
331,Caserne 04 Grid0_1,2020,2,1,Monthly_Sum
332,Caserne 04 Grid0_1,2020,8,1,Monthly_Sum
333,Caserne 04 Grid0_1,2020,10,2,Monthly_Sum
334,Caserne 04 Grid0_1,2021,1,1,Monthly_Sum
335,Caserne 04 Grid0_1,2021,4,2,Monthly_Sum
336,Caserne 04 Grid0_1,2021,5,2,Monthly_Sum
337,Caserne 04 Grid0_1,2021,7,1,Monthly_Sum
338,Caserne 04 Grid0_1,2021,9,1,Monthly_Sum
339,Caserne 04 Grid0_1,2022,1,1,Monthly_Sum
340,Caserne 04 Grid0_1,2022,2,1,Monthly_Sum
341,Caserne 04 Grid0_1,2022,4,1,Monthly_Sum
342,Caserne 04 Grid0_2,2018,6,1,Monthly_Sum
343,Caserne 04 Grid0_2,2018,9,1,Monthly_Sum
344,Caserne 04 Grid0_2,2019,8,1,Monthly_Sum
345,Caserne 04 Grid0_2,2021,11,1,Monthly_Sum
346,Caserne 04 Grid0_2,2022,5,1,Monthly_Sum
347,Caserne 04 Grid1_0,2015,1,19,Monthly_Sum
348,Caserne 04 Grid1_0,2015,2,12,Monthly_Sum
349,Caserne 04 Grid1_0,2015,3,10,Monthly_Sum
350,Caserne 04 Grid1_0,2015,4,8,Monthly_Sum
351,Caserne 04 Grid1_0,2015,5,11,Monthly_Sum
352,Caserne 04 Grid1_0,2015,6,14,Monthly_Sum
353,Caserne 04 Grid1_0,2015,7,13,Monthly_Sum
354,Caserne 04 Grid1_0,2015,8,15,Monthly_Sum
355,Caserne 04 Grid1_0,2015,9,15,Monthly_Sum
356,Caserne 04 Grid1_0,2015,10,17,Monthly_Sum
357,Caserne 04 Grid1_0,2015,11,14,Monthly_Sum
358,Caserne 04 Grid1_0,2015,12,8,Monthly_Sum
359,Caserne 04 Grid1_0,2016,1,13,Monthly_Sum
360,Caserne 04 Grid1_0,2016,2,15,Monthly_Sum
361,Caserne 04 Grid1_0,2016,3,19,Monthly_Sum
362,Caserne 04 Grid1_0,2016,4,14,Monthly_Sum
363,Caserne 04 Grid1_0,2016,5,7,Monthly_Sum
364,Caserne 04 Grid1_0,2016,6,14,Monthly_Sum
365,Caserne 04 Grid1_0,2016,7,7,Monthly_Sum
366,Caserne 04 Grid1_0,2016,8,16,Monthly_Sum
367,Caserne 04 Grid1_0,2016,9,9,Monthly_Sum
368,Caserne 04 Grid1_0,2016,10,12,Monthly_Sum
369,Caserne 04 Grid1_0,2016,11,17,Monthly_Sum
370,Caserne 04 Grid1_0,2016,12,15,Monthly_Sum
371,Caserne 04 Grid1_0,2017,1,9,Monthly_Sum
372,Caserne 04 Grid1_0,2017,2,13,Monthly_Sum
373,Caserne 04 Grid1_0,2017,3,20,Monthly_Sum
374,Caserne 04 Grid1_0,2017,4,15,Monthly_Sum
375,Caserne 04 Grid1_0,2017,5,11,Monthly_Sum
376,Caserne 04 Grid1_0,2017,6,15,Monthly_Sum
377,Caserne 04 Grid1_0,2017,7,19,Monthly_Sum
378,Caserne 04 Grid1_0,2017,8,12,Monthly_Sum
379,Caserne 04 Grid1_0,2017,9,19,Monthly_Sum
380,Caserne 04 Grid1_0,2017,10,19,Monthly_Sum
381,Caserne 04 Grid1_0,2017,11,20,Monthly_Sum
382,Caserne 04 Grid1_0,2017,12,16,Monthly_Sum
383,Caserne 04 Grid1_0,2018,1,17,Monthly_Sum
384,Caserne 04 Grid1_0,2018,2,18,Monthly_Sum
385,Caserne 04 Grid1_0,2018,3,18,Monthly_Sum
386,Caserne 04 Grid1_0,2018,4,11,Monthly_Sum
387,Caserne 04 Grid1_0,2018,5,17,Monthly_Sum
388,Caserne 04 Grid1_0,2018,6,8,Monthly_Sum
389,Caserne 04 Grid1_0,2018,7,27,Monthly_Sum
390,Caserne 04 Grid1_0,2018,8,18,Monthly_Sum
391,Caserne 04 Grid1_0,2018,9,15,Monthly_Sum
392,Caserne 04 Grid1_0,2018,10,15,Monthly_Sum
393,Caserne 04 Grid1_0,2018,11,16,Monthly_Sum
394,Caserne 04 Grid1_0,2018,12,8,Monthly_Sum
395,Caserne 04 Grid1_0,2019,1,12,Monthly_Sum
396,Caserne 04 Grid1_0,2019,2,14,Monthly_Sum
397,Caserne 04 Grid1_0,2019,3,12,Monthly_Sum
398,Caserne 04 Grid1_0,2019,4,8,Monthly_Sum
399,Caserne 04 Grid1_0,2019,5,14,Monthly_Sum
400,Caserne 04 Grid1_0,2019,6,22,Monthly_Sum
401,Caserne 04 Grid1_0,2019,7,22,Monthly_Sum
402,Caserne 04 Grid1_0,2019,8,16,Monthly_Sum
403,Caserne 04 Grid1_0,2019,9,14,Monthly_Sum
404,Caserne 04 Grid1_0,2019,10,18,Monthly_Sum
405,Caserne 04 Grid1_0,2019,11,17,Monthly_Sum
406,Caserne 04 Grid1_0,2019,12,11,Monthly_Sum
407,Caserne 04 Grid1_0,2020,1,16,Monthly_Sum
408,Caserne 04 Grid1_0,2020,2,11,Monthly_Sum
409,Caserne 04 Grid1_0,2020,3,9,Monthly_Sum
410,Caserne 04 Grid1_0,2020,4,6,Monthly_Sum
411,Caserne 04 Grid1_0,2020,5,7,Monthly_Sum
412,Caserne 04 Grid1_0,2020,6,5,Monthly_Sum
413,Caserne 04 Grid1_0,2020,7,9,Monthly_Sum
414,Caserne 04 Grid1_0,2020,8,13,Monthly_Sum
415,Caserne 04 Grid1_0,2020,9,14,Monthly_Sum
416,Caserne 04 Grid1_0,2020,10,12,Monthly_Sum
417,Caserne 04 Grid1_0,2020,11,8,Monthly_Sum
418,Caserne 04 Grid1_0,2020,12,10,Monthly_Sum
419,Caserne 04 Grid1_0,2021,1,11,Monthly_Sum
420,Caserne 04 Grid1_0,2021,2,5,Monthly_Sum
421,Caserne 04 Grid1_0,2021,3,11,Monthly_Sum
422,Caserne 04 Grid1_0,2021,4,11,Monthly_Sum
423,Caserne 04 Grid1_0,2021,5,21,Monthly_Sum
424,Caserne 04 Grid1_0,2021,6,11,Monthly_Sum
425,Caserne 04 Grid1_0,2021,7,16,Monthly_Sum
426,Caserne 04 Grid1_0,2021,8,14,Monthly_Sum
427,Caserne 04 Grid1_0,2021,9,16,Monthly_Sum
428,Caserne 04 Grid1_0,2021,10,20,Monthly_Sum
429,Caserne 04 Grid1_0,2021,11,12,Monthly_Sum
430,Caserne 04 Grid1_0,2021,12,12,Monthly_Sum
431,Caserne 04 Grid1_0,2022,1,10,Monthly_Sum
432,Caserne 04 Grid1_0,2022,2,8,Monthly_Sum
433,Caserne 04 Grid1_0,2022,3,12,Monthly_Sum
434,Caserne 04 Grid1_0,2022,4,13,Monthly_Sum
435,Caserne 04 Grid1_0,2022,5,9,Monthly_Sum
